book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
4296,10444,10444,1505465,68,679847596,9780679847600.0,"Noel Streatfeild, Diane Goode",1936.0,Ballet Shoes,"Ballet Shoes (Shoes, #1)",en-US,4.06,26211,28208,1036,534,1189,5634,9499,11352,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4323,20701984,20701984,40021855,12,1419710206,9781419710210.0,"Cece Bell, David Lasky",2014.0,El Deafo,El Deafo,eng,4.13,27630,29262,3677,1122,1121,3914,9745,13360,https://images.gr-assets.com/books/1423770455m/20701984.jpg,https://images.gr-assets.com/books/1423770455s/20701984.jpg,0
4344,16101018,16101018,21911319,30,399255370,9780399255370.0,"Drew Daywalt, Oliver Jeffers",2013.0,The Day the Crayons Quit,The Day the Crayons Quit,eng,4.41,29759,30648,3189,578,735,2818,7817,18700,https://images.gr-assets.com/books/1397425766m/16101018.jpg,https://images.gr-assets.com/books/1397425766s/16101018.jpg,0
4351,828084,828084,1685656,26,439692393,9780440415790.0,Patricia Reilly Giff,2002.0,Pictures of Hollis Woods,Pictures of Hollis Woods,eng,4.0,23708,24372,1699,391,1192,5315,8672,8802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4375,1031461,1031461,1017724,11,590416022,9780590416020.0,"Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels",1971.0,Stone Soup,Stone Soup,en-US,4.28,25518,25537,184,189,680,4348,6994,13326,https://images.gr-assets.com/books/1360057986m/1031461.jpg,https://images.gr-assets.com/books/1360057986s/1031461.jpg,0
4405,7150174,7150174,7415356,30,810984253,9780810984260.0,Tom Angleberger,2010.0,The Strange Case of Origami Yoda,"The Strange Case of Origami Yoda (Origami Yoda, #1)",eng,3.9,23322,23852,2871,872,1529,5130,7993,8328,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4407,8537327,8537327,13404762,22,61962783,9780061962780.0,Thanhha Lai,2011.0,Inside Out & Back Again,Inside Out & Back Again,eng,4.09,22972,27186,4249,645,1082,4467,10016,10976,https://images.gr-assets.com/books/1357771743m/8537327.jpg,https://images.gr-assets.com/books/1357771743s/8537327.jpg,0
4419,34898,34898,3217669,81,440421217,9780440421210.0,Ruth Stiles Gannett,1948.0,My Father's Dragon (My Father's Dragon Trilogy),"My Father's Dragon (My Father's Dragon, #1)",eng,4.09,25905,26842,1233,521,1224,5101,8553,11443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4439,1767779,1767779,1970335,31,899197698,9780899197690.0,Eileen Christelow,1989.0,Five Little Monkeys Jumping on the Bed (The Five Little Monkeys),Five Little Monkeys Jumping on the Bed,,4.09,24781,25504,531,423,1376,5521,6359,11825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4445,24779,24779,3007213,66,805080503,9780805080510.0,Lloyd Alexander,1966.0,The Castle of Llyr,The Castle of Llyr (The Chronicles of Prydain #3),eng,4.07,27425,28880,738,197,718,6299,11196,10470,https://images.gr-assets.com/books/1405714238m/24779.jpg,https://images.gr-assets.com/books/1405714238s/24779.jpg,0
4457,18225810,18225810,24902370,14,545540607,9780545540600.0,Raina Telgemeier,2014.0,Sisters,Sisters,eng,4.29,23347,29031,3290,344,775,4020,8866,15026,https://images.gr-assets.com/books/1411022689m/18225810.jpg,https://images.gr-assets.com/books/1411022689s/18225810.jpg,0
4495,3157876,3157876,3189584,34,810979772,9780810979770.0,Jeff Kinney,2007.0,,Do-It-Yourself Book (Diary of a Wimpy Kid),eng,4.17,20534,21542,657,1065,1398,2935,3541,12603,https://images.gr-assets.com/books/1261505077m/3157876.jpg,https://images.gr-assets.com/books/1261505077s/3157876.jpg,0
4525,207569,13164526,1282066,46,440779030,9780440779030.0,Elizabeth George Speare,1983.0,The Sign of the Beaver,The Sign of the Beaver,eng,3.77,20450,25600,1317,728,1976,6936,8879,7081,https://images.gr-assets.com/books/1362166273m/207569.jpg,https://images.gr-assets.com/books/1362166273s/207569.jpg,0
4534,11313,11313,1358831,53,689840330,9780689840330.0,Susan Cooper,1977.0,Silver on the Tree,"Silver on the Tree (The Dark is Rising, #5)",eng,4.16,25818,27545,552,254,918,4890,9674,11809,https://images.gr-assets.com/books/1364805592m/11313.jpg,https://images.gr-assets.com/books/1364805592s/11313.jpg,0
4541,9165406,9165406,14044509,13,547152604,9780547152610.0,Gary D. Schmidt,2011.0,Okay for Now,Okay for Now,en-US,4.19,24254,25127,4481,660,1007,3354,7999,12107,https://images.gr-assets.com/books/1388860777m/9165406.jpg,https://images.gr-assets.com/books/1388860777s/9165406.jpg,0
4567,42369,42369,1000219,31,152052607,9780152052610.0,"Eleanor Estes, Louis Slobodkin",1944.0,The Hundred Dresses,The Hundred Dresses,eng,4.07,26136,27116,1983,428,1288,5319,8907,11174,https://images.gr-assets.com/books/1476941110m/42369.jpg,https://images.gr-assets.com/books/1476941110s/42369.jpg,0
4575,867248,867248,650820,21,689831870,9780689831870.0,"Karma Wilson, Jane Chapman",2002.0,Bear Snores On,Bear Snores On,en-US,4.25,24556,24814,604,275,735,4007,7408,12389,https://images.gr-assets.com/books/1344390790m/867248.jpg,https://images.gr-assets.com/books/1344390790s/867248.jpg,0
4578,7983,7983,551326,31,142501522,9780142501530.0,"Brian Jacques, Gary Chalk",1992.0,Salamandastron,"Salamandastron (Redwall, #5)",en-US,4.05,23723,24566,249,152,750,5606,9264,8794,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4624,9591398,9591398,6749837,42,312649614,9780312649620.0,"Catherynne M. Valente, Ana Juan",2011.0,The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)",eng,3.97,25551,28746,4718,1156,1771,5108,9436,11275,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4645,14570,14570,2905864,292,486455599,9780486455590.0,Louisa May Alcott,1874.0,Eight Cousins,"Eight Cousins (Eight Cousins, #1)",eng,4.02,27612,29751,832,535,1283,6430,10402,11101,https://images.gr-assets.com/books/1328864060m/14570.jpg,https://images.gr-assets.com/books/1328864060s/14570.jpg,0
4646,590552,590552,355618,24,006443253X,9780064432540.0,Maurice Sendak,1962.0,Chicken Soup with Rice: A Book of Months,Chicken Soup with Rice: A Book of Months (The Nutshell Library),,4.25,25523,25701,386,301,839,4244,6966,13351,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4649,99296,99296,301388,16,006000150X,9780060001510.0,"Doreen Cronin, Harry Bliss",1996.0,Diary of a Worm,Diary of a Worm,eng,4.19,23320,23423,691,322,987,4006,6599,11509,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4658,37737,37737,222372,54,425193829,9780425193820.0,Judy Blume,1990.0,Fudge-a-Mania,"Fudge-a-Mania (Fudge, #4)",eng,3.99,23833,25066,544,312,1210,6238,8064,9242,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4668,7150178,7150178,7415362,41,61944343,9780061944340.0,Lincoln Peirce,2010.0,Big Nate: In a Class By Himself,"Big Nate: In a Class by Himself (Big Nate Novels, #1)",en-US,4.16,20612,21541,947,602,1105,3563,5178,11093,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4698,433533,433533,1791604,282,553269224,9780553269220.0,L.M. Montgomery,1921.0,Rilla of Ingleside,"Rilla of Ingleside (Anne of Green Gables, #8)",eng,4.16,29277,31379,1160,305,1311,5696,9945,14122,https://images.gr-assets.com/books/1285712722m/433533.jpg,https://images.gr-assets.com/books/1285712722s/433533.jpg,0
4709,372638,372638,3080688,17,395137209,9780395137210.0,Bernard Waber,1965.0,"Lyle, Lyle, Crocodile (Lyle the Crocodile)","Lyle, Lyle, Crocodile",eng,4.13,24284,24407,175,201,927,5305,7078,10896,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4750,7981456,7981456,12409139,22,547251270,9780547251270.0,Linda Sue Park,2010.0,A Long Walk to Water,A Long Walk to Water: Based on a True Story,eng,4.23,21593,24076,3832,277,661,3284,8965,10889,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4766,207266,207266,3234368,62,439014573,9780439014570.0,Dav Pilkey,1997.0,The Adventures of Captain Underpants,"The Adventures of Captain Underpants (Captain Underpants, #1)",eng,3.84,22535,24414,1665,1219,2033,5555,6124,9483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4791,277190,277190,1322254,56,689859406,9780689859400.0,"Holly Black, Tony DiTerlizzi",2004.0,The Wrath of Mulgarath,"The Wrath of Mulgarath (The Spiderwick Chronicles, #5)",en-US,3.92,28129,28934,818,316,1495,7798,9786,9539,https://images.gr-assets.com/books/1358702186m/277190.jpg,https://images.gr-assets.com/books/1358702186s/277190.jpg,0
4814,7783920,7783920,10714283,19,038573882X,9780385738830.0,Rob Buyea,2010.0,,Because of Mr. Terupt,eng,4.34,20632,22507,2504,244,525,2713,6883,12142,https://images.gr-assets.com/books/1320456974m/7783920.jpg,https://images.gr-assets.com/books/1320456974s/7783920.jpg,0
4815,37739,37739,2630133,45,330398059,9780330398050.0,Judy Blume,1974.0,Blubber,Blubber,en-GB,3.78,25402,27462,961,486,1685,8274,9879,7138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4831,5983694,5983694,6157354,25,316114278,9780316114270.0,Grace Lin,2009.0,Where the Mountain Meets the Moon,Where the Mountain Meets the Moon,eng,4.24,24371,25678,3364,412,847,3501,8419,12499,https://images.gr-assets.com/books/1344265026m/5983694.jpg,https://images.gr-assets.com/books/1344265026s/5983694.jpg,0
4832,125190,125190,231599,60,087923573X,9780879235730.0,Arthur Ransome,1930.0,Swallows and Amazons,"Swallows and Amazons (Swallows and Amazons, #1)",eng,3.98,21716,23051,712,642,1298,4729,7511,8871,https://images.gr-assets.com/books/1277148503m/125190.jpg,https://images.gr-assets.com/books/1277148503s/125190.jpg,0
4844,225038,225038,1441544,34,152020683,9780152020680.0,"Edward Eager, N.M. Bodecker",1954.0,Half Magic,"Half Magic (Tales of Magic, #1)",en-US,3.94,28580,29719,1264,507,1478,7170,10600,9964,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4847,825081,825081,1223344,30,688128971,9780688128980.0,Kevin Henkes,1996.0,Lilly's Purple Plastic Purse,Lilly's Purple Plastic Purse,,4.2,24247,24382,888,363,1027,4189,6699,12104,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4862,30122,30122,41394,15,60256710,9780060256720.0,Shel Silverstein,1976.0,The Missing Piece,The Missing Piece,,4.27,21207,22049,645,199,694,3306,6596,11254,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4869,1693617,1693617,736980,7,1570820872,9781570820880.0,Don Ferguson,1994.0,Disney's the Lion King (Disney Classic Series),Disney's the Lion King,en-US,4.49,19553,19564,77,156,432,2182,3598,13196,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4877,11301,11301,13809,30,7175191,9780007175190.0,Dr. Seuss,1940.0,Horton Hatches the Egg,Horton Hatches the Egg,eng,4.14,29676,30959,580,588,1341,5981,8275,14774,https://images.gr-assets.com/books/1408927129m/11301.jpg,https://images.gr-assets.com/books/1408927129s/11301.jpg,0
4883,867650,867650,2768040,14,307960307,9780307960310.0,"Diane Muldrow, J.P. Miller",1954.0,The Little Red Hen (Little Golden Book),The Little Red Hen (Little Golden Book),,4.2,22932,23043,269,227,812,4691,5715,11598,https://images.gr-assets.com/books/1320489925m/867650.jpg,https://images.gr-assets.com/books/1320489925s/867650.jpg,0
4886,773606,773606,214429,43,670447161,9780670447170.0,Ludwig Bemelmans,1953.0,Madeline's Rescue,Madeline's Rescue,eng,4.24,24495,24648,364,195,735,4405,7017,12296,https://images.gr-assets.com/books/1355323337m/773606.jpg,https://images.gr-assets.com/books/1355323337s/773606.jpg,0
4934,6596547,6596547,6790315,27,399252649,9780399252650.0,Kathryn Erskine,2010.0,Mockingbird,Mockingbird,eng,4.18,21138,23766,3626,249,703,3854,8755,10205,https://images.gr-assets.com/books/1301271068m/6596547.jpg,https://images.gr-assets.com/books/1301271068s/6596547.jpg,0
4937,903,903,1731888,25,808553038,9780808553040.0,Zilpha Keatley Snyder,1967.0,The Egypt Game,"The Egypt Game (Game, #1)",eng,3.81,26657,28206,1140,798,2070,7229,9716,8393,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4947,515905,515905,2141767,12,1423102991,9781423102990.0,Mo Willems,2007.0,Knuffle Bunny Too: A Case of Mistaken Identity,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",en-US,4.28,23396,23497,723,310,788,3355,6518,12526,https://images.gr-assets.com/books/1327894604m/515905.jpg,https://images.gr-assets.com/books/1327894604s/515905.jpg,0
4966,6164358,6164358,6343668,37,307582396,9780307582390.0,"Trenton Lee Stewart, Del Roy",2009.0,The Mysterious Benedict Society and the Prisoner's Dilemma,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",,4.28,23448,26530,1325,189,589,3854,8938,12960,https://images.gr-assets.com/books/1320473034m/6164358.jpg,https://images.gr-assets.com/books/1320473034s/6164358.jpg,0
4975,4835838,4835838,4901046,18,545052394,9780545052400.0,Wendy Mass,2009.0,11 Birthdays,"11 Birthdays (Willow Falls, #1)",eng,4.18,22339,23427,2132,248,804,4099,7652,10624,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4982,426625,426625,1167774,29,60542098,9780060542090.0,"Jane O'Connor, Robin Preiss Glasser",2005.0,Fancy Nancy,Fancy Nancy,,4.15,21619,21741,792,483,1079,3876,5647,10656,https://images.gr-assets.com/books/1376473636m/426625.jpg,https://images.gr-assets.com/books/1376473636s/426625.jpg,0
5020,39980,39980,39678,30,142300705,9780142300700.0,Richard Peck,2000.0,A Year Down Yonder,"A Year Down Yonder (A Long Way from Chicago, #2)",eng,4.1,23310,24350,1635,454,1004,4422,8278,10192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5028,53580,53580,52255,15,671449028,9780671449020.0,Sandra Boynton,1982.0,The Going-To-Bed Book,The Going-To-Bed Book,en-US,4.22,21078,21374,458,281,757,3667,6038,10631,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5036,8293938,8293938,13142485,30,385907508,9780385907510.0,Clare Vanderpool,2010.0,Moon Over Manifest,Moon Over Manifest,eng,4.02,23298,24791,4041,567,1125,4570,9591,8938,https://images.gr-assets.com/books/1320541883m/8293938.jpg,https://images.gr-assets.com/books/1320541883s/8293938.jpg,0
5053,11391817,11391817,16323867,4,545176867,9780545176870.0,Allen Say,2011.0,,Drawing from Memory,eng,3.81,21137,21140,346,1140,1939,4719,5254,8088,https://images.gr-assets.com/books/1328837508m/11391817.jpg,https://images.gr-assets.com/books/1328837508s/11391817.jpg,0
5056,18005,18005,1878218,18,152018484,9780152018480.0,"Melinda Long, David Shannon",2003.0,How I Became a Pirate,How I Became a Pirate,eng,4.07,21554,21612,512,373,1157,4425,6333,9324,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5066,207802,207802,2156005,24,60730269,9780060730260.0,Katherine Hannigan,2004.0,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World","Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",eng,3.86,20551,20914,1639,505,1491,5255,6759,6904,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5069,895886,895886,1065795,93,805072063,9780805072070.0,"Eric Knight, Marguerite Kirmse",1940.0,Lassie Come-Home,Lassie Come-Home,,4.16,19100,19661,198,310,814,3632,5564,9341,https://images.gr-assets.com/books/1316130656m/895886.jpg,https://images.gr-assets.com/books/1316130656s/895886.jpg,0
5071,1013383,1013383,999507,41,333710932,9780333710940.0,"Julia Donaldson, Axel Scheffler",1999.0,The Gruffalo,The Gruffalo,eng,4.47,19609,21214,1083,173,431,2028,5211,13371,https://images.gr-assets.com/books/1329674496m/1013383.jpg,https://images.gr-assets.com/books/1329674496s/1013383.jpg,0
5075,352262,352262,1484561,89,316737372,9780316737370.0,Cressida Cowell,2003.0,How to train your dragon,"How to Train Your Dragon (How to Train Your Dragon, #1)",en-US,3.85,23042,26323,3053,548,1840,6689,9091,8155,https://images.gr-assets.com/books/1431930187m/352262.jpg,https://images.gr-assets.com/books/1431930187s/352262.jpg,0
5114,91247,91247,708860,48,192751034,9780192751030.0,"Beverly Cleary, Alan Tiegreen",1984.0,Ramona and Her Father,"Ramona and Her Father (Ramona, #4)",eng,4.02,22181,23472,532,366,897,5358,8193,8658,https://images.gr-assets.com/books/1408925643m/91247.jpg,https://images.gr-assets.com/books/1408925643s/91247.jpg,0
5140,16054808,16054808,21839952,31,037587089X,9780375870900.0,Chris Grabenstein,2013.0,Escape from Mr. Lemoncello's Library,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),eng,4.13,21376,23515,3927,418,897,4027,8101,10072,https://images.gr-assets.com/books/1379335670m/16054808.jpg,https://images.gr-assets.com/books/1379335670s/16054808.jpg,0
5143,97860,97860,3036058,20,395870828,9780395870820.0,David Wiesner,1991.0,Tuesday,Tuesday,,4.17,21366,21869,1627,444,971,3555,6251,10648,https://images.gr-assets.com/books/1328870556m/97860.jpg,https://images.gr-assets.com/books/1328870556s/97860.jpg,0
5151,277191,277191,1603405,53,689859392,9780689859400.0,"Holly Black, Tony DiTerlizzi",2004.0,The Ironwood Tree,"The Ironwood Tree (The Spiderwick Chronicles, #4)",eng,3.92,27293,28206,670,278,1417,7705,9741,9065,https://images.gr-assets.com/books/1417954144m/277191.jpg,https://images.gr-assets.com/books/1417954144s/277191.jpg,0
5199,6202556,6202556,6383049,46,805088415,9780805088410.0,Jacqueline Kelly,2009.0,The Evolution of Calpurnia Tate,"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)",en-US,3.97,22291,24382,4019,589,1194,4768,9552,8279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5205,6277410,6277410,6460915,18,439846838,9780439846840.0,Kazu Kibuishi,2009.0,The Stonekeeper's Curse,"The Stonekeeper's Curse (Amulet, #2)",eng,4.33,21461,21968,1395,190,486,2860,6877,11555,https://images.gr-assets.com/books/1420153715m/6277410.jpg,https://images.gr-assets.com/books/1420153715s/6277410.jpg,0
5253,525995,525995,428054,27,395304482,9780395304490.0,Chris Van Allsburg,1981.0,Jumanji,Jumanji,en-US,4.03,21961,22344,1221,368,1065,4792,7312,8807,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5265,105548,105548,519772,26,679882804,9780679882800.0,Dr. Seuss,1968.0,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright & Early Board Books),The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright and Early Board Books),eng,3.99,22268,23267,761,400,1422,5816,6002,9627,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5301,444381,444381,3193161,326,140367462,9780140367460.0,"George MacDonald, Arthur Hughes",1872.0,The Princess and the Goblin,"The Princess and the Goblin  (Princess Irene and Curdie, #1)",eng,4.0,21200,23691,1291,331,1085,5346,8431,8498,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5303,310272,310272,2069970,25,7169957,9780007169960.0,Dr. Seuss,1974.0,There's a Wocket in My Pocket,There's a Wocket in My Pocket!,en-GB,4.02,23852,25489,652,458,1492,5936,6835,10768,https://images.gr-assets.com/books/1327448521m/310272.jpg,https://images.gr-assets.com/books/1327448521s/310272.jpg,0
5311,194755,194755,2410127,76,224064924,9780224064930.0,"Roald Dahl, Quentin Blake",1990.0,Esio Trot,Esio Trot,eng,3.74,22062,25196,1252,470,1874,7938,8424,6490,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5380,824734,824734,933480,56,679824111,9780679824110.0,"Mary Pope Osborne, Salvatore Murdocca",2002.0,Dinosaurs Before Dark,"Dinosaurs Before Dark (Magic Tree House, #1)",eng,3.87,22533,23439,1857,611,1649,6170,6669,8340,https://images.gr-assets.com/books/1320508235m/824734.jpg,https://images.gr-assets.com/books/1320508235s/824734.jpg,0
5400,191117,191117,184784,16,786837462,9780786837460.0,Mo Willems,2006.0,Don't Let the Pigeon Stay Up Late!,Don't Let the Pigeon Stay Up Late!,en-US,4.35,25532,25667,802,339,752,3330,6417,14829,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5446,420404,420404,40370,23,394900871,9780394900870.0,Dr. Seuss,1958.0,Yertle the Turtle (Classic Seuss),Yertle the Turtle and Other Stories,eng,4.13,24972,26496,480,393,1074,5364,7608,12057,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5452,1025250,1025250,1846097,14,786856920,9780786856920.0,Gordon Korman,2000.0,Schooled,Schooled,en-US,3.82,20411,21681,2441,588,1562,5602,7435,6494,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5458,372319,372319,362258,308,1406501077,9781406501070.0,Louisa May Alcott,1886.0,"Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""","Jo's Boys (Little Women, #3)",eng,3.8,23877,26465,544,306,1683,8009,9340,7127,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5476,18263725,18263725,25723388,13,544289595,9780544289600.0,Kwame Alexander,2014.0,The Crossover,The Crossover,eng,4.22,21249,22935,4063,701,755,2807,7316,11356,https://images.gr-assets.com/books/1390427593m/18263725.jpg,https://images.gr-assets.com/books/1390427593s/18263725.jpg,0
5491,568476,568476,86428,47,688213855,9780688213860.0,"Beverly Cleary, Tracy Dockray",1950.0,Henry Huggins,"Henry Huggins (Henry Huggins, #1)",eng,3.97,21823,22618,496,295,884,5894,7699,7846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5500,337058,337058,1379592,52,,9780064403690.0,Katherine Paterson,1980.0,Jacob Have I Loved,Jacob Have I Loved,eng,3.64,24920,26710,1641,1066,2636,7650,8766,6592,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5516,11737313,11737313,16686499,16,803736703,9780803736700.0,Sheila Turnage,2012.0,,"Three Times Lucky (Tupelo Landing, #1)",eng,4.01,17797,18300,2191,524,908,3404,6405,7059,https://images.gr-assets.com/books/1424981822m/11737313.jpg,https://images.gr-assets.com/books/1424981822s/11737313.jpg,0
5526,13067,13067,5912667,38,375821821,9780375821820.0,Carl Hiaasen,2005.0,Flush,Flush,en-US,3.86,20076,21766,2067,306,1218,5764,8377,6101,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
